timestamp,artist_name,url,profile_image,followers,total_plays,monthly_listeners,member_since,tracks_found
2026-08-31 08:26:23,SIO,https://audiomack.com/vibeking-sio,https://i.audiomack.com/vibeking-sio/7ea34cbb44.webp?width=400,4050000,4050000,N/A,N/A,8
2026-08-31 08:27:04,Nahj,https://audiomack.com/nahj,https://i.audiomack.com/nahj/292c0b233e.webp?width=400,7470000,7470000,N/A,N/A,9
2026-08-31 08:27:48,Spize,https://audiomack.com/spizeofficial,https://i.audiomack.com/spizeofficial/6b20a7267c.webp?width=400,5390000,5390000,N/A,N/A,9
2026-08-31 08:28:31,Will Flash,https://audiomack.com/will-flash,https://i.audiomack.com/will-flash/0868698ca9.webp?width=400,6640000,6640000,N/A,N/A,18
2026-08-31 08:29:47,STUNN,https://audiomack.com/stunn,https://i.audiomack.com/stunn/2c2978d1bb.webp?width=400,4290000,4290000,N/A,N/A,32
2026-08-31 08:31:54,Larry G,https://audiomack.com/elvissaywon226,https://i.audiomack.com/elvissaywon226/e23c595493.webp?width=400,3990000,3990000,N/A,N/A,5
2026-08-31 08:32:25,Fluxii,https://audiomack.com/fluxiimusic,https://i.audiomack.com/fluxiimusic/cce4690c7b.webp?width=400,3820000,3820000,N/A,N/A,13
2026-08-31 08:33:25,Teddyride,https://audiomack.com/teddyride,https://i.audiomack.com/teddyride/6d628ac3c3.webp?width=400,7870000,7870000,N/A,N/A,33
2026-08-31 08:35:28,Jaredo,https://audiomack.com/Jaredo,https://i.audiomack.com/Jaredo/5536a7636e.webp?width=400,3760000,3760000,N/A,N/A,13
2026-08-31 08:36:37,King Dennis,https://audiomack.com/troublecoming,https://i.audiomack.com/troublecoming/1c4d8d43b0.webp?width=400,13800000,13800000,N/A,N/A,55
2026-08-31 08:40:10,JZyNo,https://audiomack.com/jzyno,https://i.audiomack.com/jzyno/478087521f.webp?width=400,94200000,94200000,N/A,N/A,38
2026-08-31 08:42:40,C.I.C,https://audiomack.com/cralorboi_cic,https://i.audiomack.com/cralorboi_cic/451dbbdc56.webp?width=400,14500000,14500000,N/A,N/A,37
2026-08-31 08:45:12,MC CARO,https://audiomack.com/mccaro,https://i.audiomack.com/mccaro/88f778ad4b.webp?width=400,14000000,14000000,N/A,N/A,94
2026-08-31 08:51:04,JBoy De Prophet,https://audiomack.com/jboydeprophet-1,https://i.audiomack.com/jboydeprophet-1/608c051971.webp?width=400,5790000,5790000,N/A,N/A,42
2026-08-31 08:53:47,Christoph The Change,https://audiomack.com/christoph-the-change,https://i.audiomack.com/christoph-the-change/1fb9825b01.webp?width=400,10700000,10700000,N/A,N/A,63
2026-08-31 08:57:34,Brickson,https://audiomack.com/brickson_,https://i.audiomack.com/brickson_/67e50df196.webp?width=400,5510000,5510000,N/A,N/A,15
2026-08-31 08:58:48,Barsee Mocopala Kiloda,https://audiomack.com/barsee-mocopala-kiloda,https://i.audiomack.com/barsee-mocopala-kiloda/58f33b03a1.webp?width=400,7540000,7540000,N/A,N/A,63
2026-08-31 09:02:35,Mr. Church,https://audiomack.com/mr-church1,https://i.audiomack.com/mr-church1/d012ddf240.webp?width=400,1470000,1470000,N/A,N/A,39
2026-08-31 09:05:04,Natif,https://audiomack.com/natif,https://i.audiomack.com/natif/5d21fd2848.webp?width=400,2080000,2080000,N/A,N/A,32
2026-08-31 09:07:07,Lil More,https://audiomack.com/LilMore,https://i.audiomack.com/LilMore/39c8cabf9d.webp?width=400,3620000,3620000,N/A,N/A,15
2026-08-31 09:08:15,Writerman Willy,https://audiomack.com/writerman_willy,https://i.audiomack.com/writerman_willy/e517c23d96.webp?width=400,800000,800000,N/A,N/A,19
2026-08-31 09:09:39,Kpanto,https://audiomack.com/kpanto_,https://i.audiomack.com/kpanto_/89c8e6a0fb.webp?width=400,6010000,6010000,N/A,N/A,59
2026-08-31 09:13:32,Boifatty,https://audiomack.com/boifattyofficial,https://i.audiomack.com/boifattyofficial/a71e6ba5cf.webp?width=400,2250000,2250000,N/A,N/A,43
2026-08-31 09:16:17,Bucky Raw,https://audiomack.com/buckyraw,https://i.audiomack.com/buckyraw-1/7561b00e22.webp?width=400,4550000,4550000,N/A,N/A,29
2026-08-31 09:18:09,KOBAZZIE,https://audiomack.com/kobazziee,https://i.audiomack.com/kobazziee/6d17a93a68.webp?width=400,3600000,3600000,N/A,N/A,16
2026-08-31 09:19:21,J Slught,https://audiomack.com/jslughtofficial,https://i.audiomack.com/jslughtofficial/94bf8b6d6e.webp?width=400,7320000,7320000,N/A,N/A,36
2026-08-31 09:21:38,J Rap,https://audiomack.com/j-rap-,https://i.audiomack.com/jrappneckc/a27ed71b62.webp?width=400,2310000,2310000,N/A,N/A,16
2026-08-31 09:22:59,Nuchie Meek,https://audiomack.com/nuchie-meek-,https://i.audiomack.com/nuchie-meek-/8cec6330e5.webp?width=400,10000000,10000000,N/A,N/A,36
2026-08-31 09:27:23,KELLz,https://audiomack.com/KELLz,https://i.audiomack.com/KELLz_Lib/a6c781839a.webp?width=400,705000,705000,N/A,N/A,7
2026-08-31 09:28:06,Fazari,https://audiomack.com/Fazari,https://i.audiomack.com/Fazari/d28125e057.webp?width=400,5630000,5630000,N/A,N/A,40
